company_reg_number,primary_sector,women_owned,number_of_officers,2019_revenue,capex,cogs,costs,accounts_receivable,capital_and_reserves,current_assets,current_liabilities,fixed_assets,long_term_liabilities,provisions_for_liabilities,credit_report_date,missed_and_late_payments_last_five_years,business_failure_score,credit_report_credit_score,credit_report_negative_items,payment_index,ratio_debt_to_revenue,credit_report_total_indebtedness,credit_report_good_standing_items,factor_amount,factor_percent,ca_total_accounts,ca_avg_rev_ratio,ca_avg_cost_ratio,ca_total_payin,ca_total_payout,industry_group,liquidity_ratio,leverage_ratio,profit_margin_proxy,receivable_turnover_proxy,log_factor_amount,log_ca_total_payin,log_ca_total_payout,aux_risk_label
20000161,"69-75 : Professional, scientific & technical",0,1,184248.0,85.6,2391.05,178311.9349,8581.0,30050.0,60533.0,46499.0,18545.0,2530.0,10229.0,2021-09-05,0.0,51.0,703.0,1.0,11.0,0.0477834223437974,8804.0,0.0,0.0,0.0,1,0.5081863225558358,0.4918136774441642,146661.40800000002,141936.30014450822,"69-75 : Professional, scientific & technical",1.3017849462365592,1.6315264051113108,0.032217624518993355,21.469121416919133,0.0,11.895888680441134,11.863140690794141,0
20000162,"69-75 : Professional, scientific & technical",0,4,107126.0,74.42,3012.88,98768.49964,4990.0,7852.0,36220.0,28652.0,8139.0,7854.0,6303.0,2021-03-03,1.0,59.0,720.0,1.0,1.0,0.191083397121147,20470.0,0.0,0.0,0.0,1,0.5202955891746717,0.4797044108253283,65775.364,60643.85878129893,"69-75 : Professional, scientific & technical",1.2640910201375075,4.648669298357316,0.07801488289600199,21.463834902825084,0.0,11.094015843055697,11.012790142127836,0
20000163,41-43 : Construction,0,1,368958.0,128.93,4883.81,360511.4322,15163.0,38865.0,81709.0,38297.0,10826.0,15373.0,7276.0,2021-04-02,0.0,43.0,725.0,3.0,0.0,0.0684468150846437,25254.0,1.0,3790.0,25.0,1,0.5057895282663973,0.4942104717336026,315459.09,308237.2745357421,41-43 : Construction,2.133505666092224,1.3808984716718984,0.02289297130575489,24.331179108414666,8.240385115516334,12.661787455339084,12.638628381489609,0
20000164,"69-75 : Professional, scientific & technical",0,1,588317.0,166.99,6522.95,574198.0632,27400.0,46760.0,191700.0,153361.0,55183.0,46762.0,30672.0,2021-04-05,0.0,63.0,705.0,1.0,5.0,0.1482959016992539,87245.0,2.0,0.0,0.0,2,0.5060725823224828,0.4939274176775172,411821.8999999999,401938.6442090048,"69-75 : Professional, scientific & technical",1.2499836986998083,4.279698894377794,0.023998818326143388,21.470639757673077,0.0,12.928348681548858,12.904057217545633,0
20000165,"90-99 : Arts, entertainment, recreation & other",0,1,154309.0,149.26,5922.99,146152.859,7186.0,1077.0,53664.0,66257.0,14750.0,1079.0,8613.0,2021-12-01,0.0,93.0,791.0,0.0,18.0,0.0570802739956839,8808.0,0.0,431.0,6.0,1,0.5135726727323048,0.4864273272676954,100455.159,95145.5112334051,"90-99 : Arts, entertainment, recreation & other",0.8099248392646926,62.46382189239332,0.05285555699565811,21.47057186586893,6.068425588244111,11.51747668245006,11.463173206086818,1
20000166,41-43 : Construction,0,1,420091.0,126.15,4554.29,411120.5663,17263.0,42419.0,90919.0,41197.0,10079.0,17382.0,7415.0,,,,,,,,,,0.0,0.0,2,0.5053959990545434,0.4946040009454565,268018.058,262294.921329848,41-43 : Construction,2.20687897470751,1.380928807166431,0.02135349804328574,24.333352641334567,0.0,12.498813368904958,12.477228616095669,0
20000167,"69-75 : Professional, scientific & technical",0,1,147678.0,134.61,4018.26,139814.475,6876.0,24731.0,50250.0,35854.0,14833.0,4497.0,5019.0,2021-03-15,0.0,32.0,625.0,3.0,28.0,0.1888839231300532,27894.0,0.0,0.0,0.0,1,0.5136760536653138,0.486323946334686,81370.578,77037.77570732908,"69-75 : Professional, scientific & technical",1.4014781759866128,1.631530001617338,0.05324741500145582,21.47418932674131,0.0,11.306781326399308,11.252064154696319,0
20000168,77-82 : Business administration & support services,1,1,374371.0,0.02,64183.96,124291.172,17436.0,61675.0,128429.0,82406.0,42891.0,27238.0,13185.0,2021-02-20,0.0,41.0,654.0,3.0,13.0,0.0989686701160079,37051.0,2.0,0.0,0.0,1,0.7507507507507507,0.2492492492492493,260562.216,86506.655712,77-82 : Business administration & support services,1.5584719744681883,1.7777417471950192,0.6679982156785229,21.469920284452602,0.0,12.470600782520552,11.367988194344644,0
20000169,47 : Retail,0,1,196231.0,0.02,174645.16,369306.742,4838.0,11302.0,30307.0,18502.0,1087.0,1590.0,1850.0,,,,,,,,,,0.0,0.0,1,0.3469812630117974,0.6530187369882026,164245.347,309109.743054,47 : Retail,1.637950602604983,1.7775811731398743,-0.8819955053202333,40.55197354825377,0.0,12.009122695612472,12.641454883433413,0
20000170,68 : Property,0,2,370487.0,178.7,1690.6,364525.7873,0.0,622657.0,469345.0,379629.0,914338.0,381397.0,49351.0,2021-04-19,10.0,0.0,499.0,11.0,69.0,0.1056015460731415,39124.0,3.0,0.0,0.0,1,0.5040551761715626,0.4959448238284374,312320.541,307295.23870919814,68 : Property,1.236322208466138,1.222221508436413,0.016090164053896412,370487.0,0.0,12.651788516236701,12.635567508242817,1
20000171,05-39 : Production,0,1,299598.0,291.32,8696.0,286682.5046,9028.0,74313.0,79320.0,84592.0,152909.0,73323.0,20302.0,2021-09-04,0.0,90.0,0.0,1.0,10.0,0.0506812462032456,15184.0,3.0,0.0,0.0,1,0.5110147747580311,0.4889852252419687,177661.61399999997,170002.72522409368,05-39 : Production,0.937666237159103,2.124969723066986,0.04310927406299759,33.181747701849595,0.0,12.087641603713141,12.043575628875216,1
20000172,46 : Wholesale,1,1,3435392.0,67.78,8472.29,3424185.273,122355.0,203310.0,536134.0,282909.0,44751.0,94666.0,45265.0,2021-04-11,0.0,90.0,0.0,0.0,7.0,0.2118101806140318,727651.0,2.0,0.0,0.0,3,0.5008168671418401,0.4991831328581598,1776097.663999999,1770303.7863668427,46 : Wholesale,1.8950691032483828,1.8571302093836537,0.003262138276465009,28.07702115139429,0.0,14.389929755045237,14.386662285413518,1
20000173,55-56 : Accommodation & food services,1,2,301049.0,328.64,4459.15,289478.8049,8248.0,11101.0,106438.0,91959.0,7726.0,11103.0,22070.0,,,,,,,,,,0.0,0.0,1,0.5097964863031113,0.4902035136968888,266127.31600000005,255899.26352759587,55-56 : Accommodation & food services,1.1574380165289255,9.283192217618447,0.03843280219232689,36.49521154079282,0.0,12.491733862428157,12.45254305195429,0
20000174,05-39 : Production,0,1,356631.0,166.02,5338.12,349109.344,10747.0,71497.0,89890.0,101438.0,133539.0,50493.0,15215.0,2020-12-25,0.0,10.0,566.0,1.0,13.0,0.1274398467884171,45449.0,4.0,0.0,0.0,1,0.5053289117551862,0.4946710882448136,301709.826,295346.5049984677,05-39 : Production,0.8861483255946924,2.1249685305882684,0.021090805087597347,33.18114998139189,0.0,12.61722430783117,12.595907925089975,0
20000175,41-43 : Construction,1,2,375473.0,0.01,46782.21,105507.913,15426.0,37856.0,79425.0,37029.0,10707.0,15247.0,4073.0,2021-01-23,0.0,51.0,674.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.7806401249024201,0.2193598750975799,209513.93400000004,58873.41545399998,41-43 : Construction,2.1448825276802594,1.3808806825686135,0.7189980850871166,24.338691903805017,0.0,12.252550299813292,10.98316190267495,0
20000176,58-63 : Information & communication,0,3,80053.0,0.02,99040.87,290272.178,2631.0,10096.0,30292.0,22354.0,3361.0,1203.0,4023.0,2021-10-23,4.0,62.0,683.0,5.0,57.0,0.1824915993154535,14609.0,7.0,0.0,0.0,1,0.2161694768698659,0.783830523130134,69165.792,250795.161792,58-63 : Information & communication,1.3550436144039364,2.333069228483708,-2.625967197141929,30.415273556231003,0.0,11.144276142031332,12.432395783764148,0
20000177,"01-03 : Agriculture, forestry & fishing",0,1,69873.0,447.49,4139.56,62308.02297,4978.0,59113.0,17734.0,11384.0,87825.0,35062.0,2732.0,2021-10-25,0.0,65.0,706.0,0.0,19.0,0.222274698381349,15531.0,3.0,0.0,0.0,1,0.5286159724901979,0.4713840275098021,48491.862,43241.76793850736,"01-03 : Agriculture, forestry & fishing",1.5576635924462012,0.7857022025239369,0.10826597919111547,14.033540871660977,0.0,10.789171890836501,10.674585283083362,0
20000178,05-39 : Production,0,2,367979.0,0.02,115678.03,266048.817,11087.0,80181.0,111372.0,129552.0,139195.0,40833.0,31092.0,2021-08-16,0.0,87.0,790.0,0.0,8.0,0.0226779245554773,8345.0,3.0,0.0,0.0,1,0.5803830528148578,0.4196169471851422,201652.49200000003,145794.75171600006,05-39 : Production,0.8596636125755482,2.1249781746526653,0.27699924724169794,33.18713924963925,0.0,12.214306117285222,11.88996196038184,1
20000179,"01-03 : Agriculture, forestry & fishing",0,1,162838.0,677.42,5139.77,153847.6646,11607.0,157082.0,96942.0,58072.0,183562.0,65349.0,13356.0,2021-02-07,1.0,16.0,565.0,1.0,20.0,0.0653717191318979,10645.0,3.0,4526.0,39.0,1,0.5141944148956529,0.4858055851043471,132550.13199999998,125231.9989609106,"01-03 : Agriculture, forestry & fishing",1.6693127615242884,0.7857056460597264,0.05520996444340736,14.028084079944865,8.417814747435958,11.794723751854225,11.737931272894995,0
20000180,41-43 : Construction,0,1,383982.0,157.19,4748.92,376497.4851,15782.0,39131.0,84597.0,40591.0,8571.0,13446.0,8524.0,2021-10-01,2.0,68.0,758.0,4.0,11.0,0.0480439187253569,18448.0,4.0,0.0,0.0,1,0.5049209183483025,0.4950790816516975,299505.96,293668.0383753179,41-43 : Construction,2.0840806070161606,1.3808903199427578,0.01949178713640971,24.328834822277134,0.0,12.609892934998845,12.590208692410505,0
20000181,41-43 : Construction,0,1,1583036.0,194.78,7638.29,1571213.854,65054.0,181193.0,395175.0,185315.0,36238.0,64904.0,29650.0,2021-11-14,0.0,21.0,491.0,2.0,33.0,0.1078971040456439,170805.0,4.0,0.0,0.0,3,0.501874002825058,0.4981259971749421,897581.412,890878.255062844,41-43 : Construction,2.132438645340931,1.3809452851639679,0.007468016224510198,24.33380985320114,0.0,13.70746021908444,13.699964181066479,0
20000182,"69-75 : Professional, scientific & technical",0,1,172938.0,0.01,59512.81,131432.88,8054.0,-185.0,52827.0,70388.0,17190.0,-184.0,16189.0,2021-07-24,5.0,41.0,707.0,9.0,61.0,0.0,0.0,0.0,1610.0,20.0,1,0.5681818181818181,0.4318181818181818,101860.482,77413.96631999999,"69-75 : Professional, scientific & technical",0.750500788475472,-381.54347826086956,0.23999861222743277,21.469646182495346,7.384610383176974,11.531369149714259,11.256935404193037,1
20000183,"90-99 : Arts, entertainment, recreation & other",0,2,140956.0,168.87,5412.65,130522.979,6564.0,3041.0,44333.0,51532.0,13284.0,3043.0,11852.0,2021-02-15,0.0,58.0,0.0,4.0,1.0,0.0465322511989557,6559.0,0.0,0.0,0.0,1,0.5192151544938628,0.4807848455061372,96413.904,89277.71760527739,"90-99 : Arts, entertainment, recreation & other",0.8602837017057031,17.940499671268903,0.07401562887972923,21.47083015993907,0.0,11.47641607445752,11.399518413771805,1
20000184,55-56 : Accommodation & food services,0,3,261360.0,402.42,4998.95,249876.0725,7160.0,9701.0,93741.0,82932.0,8596.0,9703.0,12439.0,2021-10-01,0.0,52.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1,0.5112315308997603,0.4887684691002397,150282.0,143678.74169272347,55-56 : Accommodation & food services,1.1303220672108811,9.54803133374562,0.04393894842765367,36.49769585253456,0.0,11.920275462224879,11.875342085738778,1
20000185,77-82 : Business administration & support services,0,1,1337210.0,0.03,500110.66,853139.98,62281.0,214225.0,451063.0,287610.0,144007.0,93234.0,71902.0,2021-04-09,2.0,54.0,714.0,3.0,13.0,0.0724553361102594,96888.0,4.0,0.0,0.0,4,0.6105006105006106,0.3894993894993895,992209.8199999998,633029.8651599999,77-82 : Business administration & support services,1.5683092788523387,1.7777674045167253,0.36199972928730023,21.47024822581163,0.0,13.807690883849089,13.358274460063958,0
20000186,05-39 : Production,0,1,874356.0,631.69,25067.15,834427.4341,26349.0,200798.0,178535.0,183218.0,448961.0,243478.0,23818.0,2021-02-15,7.0,0.0,562.0,12.0,41.0,0.1524779380481177,133320.0,0.0,0.0,0.0,1,0.5116833312777271,0.4883166687222728,707354.0040000001,675051.7941987856,05-39 : Production,0.9744349658059481,2.124990662304095,0.04566620487970022,33.182390891840605,0.0,13.469287946153427,13.422546180423971,1
20000187,"90-99 : Arts, entertainment, recreation & other",0,7,1378401.0,3240.19,106936.91,1195007.221,64199.0,-37881.0,307519.0,486949.0,103668.0,-37879.0,63303.0,2021-11-01,5.0,0.0,472.0,5.0,72.0,0.5878550581434575,810300.0,1.0,0.0,0.0,4,0.5356324693070934,0.4643675306929066,900095.8530000001,780339.7153746823,"90-99 : Arts, entertainment, recreation & other",0.6315206900092412,-11.85506863780359,0.13304810860692315,21.470420560747662,0.0,13.710257650960873,13.567485917872984,1
20000188,46 : Wholesale,1,1,1593182.0,0.0,51887.71,148165.926,56742.0,94349.0,248609.0,146221.0,20961.0,28999.0,32168.0,2021-09-23,0.0,58.0,0.0,3.0,2.0,0.1038688611847234,165482.0,1.0,0.0,0.0,3,0.9149130832570908,0.0850869167429094,1314375.15,122236.88894999996,46 : Wholesale,1.7002161097509267,1.8571277159512454,0.9069994306994238,28.077154891352237,0.0,14.08887270037928,11.71372433453591,1
20000189,68 : Property,0,3,161137.0,190.95,2267.81,153681.9894,0.0,351396.0,246289.0,183086.0,534590.0,246397.0,40279.0,,,,,,,,,,0.0,0.0,1,0.5118401539173801,0.4881598460826198,92170.364,87906.09794729359,68 : Property,1.3452020077886468,1.2222158982575264,0.04626475815760409,161137.0,0.0,11.431404775619665,11.384035830666766,0
20000190,84 : Public administration & defence,0,1,,,,,,,,,,,,,,,,,,,,,,,4,,,0.0,0.0,84 : Public administration & defence,,,,,,0.0,0.0,0
20000191,45 : Motor trades,1,1,1121916.0,128.74,13272.22,1107926.093,30737.0,234021.0,618150.0,533544.0,217639.0,68224.0,96037.0,2021-08-08,5.0,29.0,572.0,10.0,54.0,0.4808864567400767,539514.21,4.0,0.0,0.0,4,0.5031369724978917,0.4968630275021083,963725.844,951708.5141936592,45 : Motor trades,1.1585714419589725,2.5714163625642033,0.01246964525896291,36.49931680655866,0.0,13.778563176593073,13.766015135061698,1
20000192,46 : Wholesale,0,1,1351934.0,67.9,8487.69,1340859.253,48150.0,51718.0,136808.0,74500.0,10958.0,21548.0,7450.0,2021-03-19,0.0,81.0,743.0,2.0,0.0,0.1012364508918334,136865.0,1.0,0.0,0.0,4,0.5020563678148393,0.4979436321851607,734100.1620000002,728086.5745115054,46 : Wholesale,1.8363243446396693,1.8571124731723352,0.008191774752484383,28.076966210462917,0.0,13.506402120988234,13.498176614602663,0
20000193,55-56 : Accommodation & food services,0,1,149938.0,311.32,4422.09,141797.194,4105.0,4556.0,53961.0,49681.0,4835.0,4558.0,9936.0,,,,,,,,,,0.0,0.0,1,0.5139523893808813,0.4860476106191187,71370.488,67495.46432288834,55-56 : Accommodation & food services,1.086127772633952,11.90234803598859,0.054294119608640924,36.51680467608378,0.0,11.175653740844032,11.119830495087065,0
20000194,77-82 : Business administration & support services,0,1,361859.0,124.99,2408.31,356330.2783,16857.0,44928.0,100805.0,63400.0,23997.0,16473.0,10144.0,2021-11-10,0.0,65.0,735.0,2.0,0.0,0.0994282303328091,35979.0,0.0,0.0,0.0,1,0.5038490700851495,0.4961509299148506,218924.695,215579.818351592,77-82 : Business administration & support services,1.5899591489093232,1.777760466513833,0.015278620737301704,21.465120417605885,0.0,12.29648765898856,12.281091145374393,0
20000195,"69-75 : Professional, scientific & technical",1,1,129701.0,0.01,79589.46,170427.114,6045.0,19603.0,41441.0,31580.0,10146.0,404.0,7895.0,2021-02-18,0.0,25.0,620.0,3.0,19.0,0.0583572987101101,7569.0,3.0,0.0,0.0,1,0.4321521175453759,0.567847882454624,61607.975,80952.87915,"69-75 : Professional, scientific & technical",1.3122130394857667,1.631503774739849,-0.3139975790658587,21.45236520013232,0.0,11.02856283696063,11.301634878278826,0
20000196,"69-75 : Professional, scientific & technical",0,1,173844.0,152.15,5453.34,163404.9935,8095.0,14802.0,76145.0,66231.0,19692.0,14804.0,13246.0,2021-06-24,0.0,64.0,538.0,4.0,19.0,0.5053208623823658,87847.0,2.0,0.0,0.0,1,0.5154767051660275,0.4845232948339724,125515.368,117978.40532109184,"69-75 : Professional, scientific & technical",1.1496708539678706,5.474228196987097,0.06004778106934332,21.472826086956523,0.0,11.740191451360483,11.678265357038276,0
20000197,"69-75 : Professional, scientific & technical",1,1,193299.0,0.01,15444.88,35760.315,9001.0,19972.0,38891.0,29765.0,13667.0,2821.0,5953.0,2021-08-30,0.0,81.0,0.0,3.0,24.0,0.0628146032829968,12142.0,2.0,0.0,0.0,1,0.8438818565400844,0.1561181434599156,165077.346,30539.30901,"69-75 : Professional, scientific & technical",1.3065578176442922,1.631502528413358,0.8149957837558199,21.472894912241724,0.0,12.014175464431784,10.326802696927066,1
20000198,41-43 : Construction,1,2,328467.0,191.28,5465.16,318862.1515,13497.0,26454.0,57455.0,27281.0,5530.0,9250.0,3273.0,2021-01-25,0.0,98.0,831.0,1.0,22.0,0.0,0.0,6.0,0.0,0.0,1,0.5074188289900802,0.4925811710099199,289050.96,280598.6932761713,41-43 : Construction,2.1059673044498206,1.380873180873181,0.029241352277847528,24.33449399911098,0.0,12.574361743321399,12.544684353550013,1
20000199,41-43 : Construction,0,1,426031.0,0.01,93471.33,307168.351,17508.0,41541.0,87414.0,43942.0,11493.0,13423.0,10985.0,2021-09-30,0.0,43.0,657.0,2.0,18.0,0.1386542293870633,59071.0,2.0,0.0,0.0,2,0.5810575246949448,0.4189424753050552,287996.9559999999,207645.80527600003,41-43 : Construction,1.989258812552625,1.3808916277502288,0.2789993451196154,24.332114912330802,0.0,12.570708661870675,12.243593863802094,0
20000200,47 : Retail,0,1,299335.0,0.02,83419.01,146374.815,7379.0,1376.0,52166.0,51859.0,2446.0,1378.0,9334.0,2021-01-09,5.0,0.0,434.0,6.0,57.0,0.0,0.0,0.0,0.0,0.0,1,0.6715916722632639,0.328408327736736,190077.725,92948.007525,47 : Retail,1.005900501349788,38.66158315177923,0.5109982928882594,40.56029810298103,0.0,12.155193607431901,11.439806315577792,1
20000201,41-43 : Construction,0,2,1593699.0,267.04,8423.82,1581574.904,65495.0,146159.0,312294.0,117653.0,35704.0,84185.0,25883.0,,,,,,,,,,0.0,0.0,3,0.5019091417173593,0.4980908582826406,895658.8380000002,888845.0961888963,41-43 : Construction,2.654342393798766,1.3809386973180076,0.0076075145886929174,24.33276841333822,0.0,13.705315974784341,13.697679379361546,0
20000202,"69-75 : Professional, scientific & technical",1,1,134679.0,0.01,13022.76,30706.812,6271.0,11956.0,58091.0,48320.0,14143.0,11958.0,7248.0,2021-01-01,0.0,51.0,702.0,2.0,4.0,0.0792922430371475,10679.0,4.0,0.0,0.0,1,0.8143322475570033,0.1856677524429967,89965.572,20512.150416000004,"69-75 : Professional, scientific & technical",1.2021895242234226,5.041231078029606,0.7719942678942678,21.473054846938776,0.0,11.407193458095861,9.928821443171092,0
20000203,58-63 : Information & communication,0,1,125388.0,307.45,4766.7,114895.5849,4122.0,26436.0,79573.0,60356.0,8549.0,1329.0,10260.0,2021-10-22,4.0,0.0,538.0,5.0,34.0,0.1356668899735222,17011.0,1.0,0.0,0.0,1,0.5218333996571219,0.4781666003428779,109714.5,100533.6368039866,58-63 : Information & communication,1.3183723511771626,2.333282898967356,0.08367891202577578,30.411836041717198,0.0,11.605645930721582,11.518257591920673,0
20000204,47 : Retail,0,2,843883.0,191.12,6975.33,834526.4272,20808.0,15680.0,153171.0,127780.0,5971.0,15681.0,31945.0,2021-01-09,2.0,22.0,583.0,6.0,10.0,0.1725890911417815,145645.0,5.0,0.0,0.0,1,0.5027873332486161,0.4972126667513839,737553.742,729376.0973706701,47 : Retail,1.1986993371471502,9.148715005420573,0.01108751060572302,40.553750780912104,0.0,13.511095590882144,13.499946157591292,0
20000205,49-53 : Transport & Storage (inc. postal),0,1,213516.0,253.21,4234.2,205923.7507,5264.0,41161.0,124903.0,65702.0,17032.0,35071.0,9198.0,2021-11-29,0.0,91.0,844.0,2.0,17.0,0.0,0.0,3.0,0.0,0.0,1,0.5090504646785691,0.4909495353214309,99498.456,95960.46782757482,49-53 : Transport & Storage (inc. postal),1.9010243063482641,2.4482046547786793,0.035558055330488884,40.55384615384615,0.0,11.507907455795054,11.47170201308065,1
20000206,"69-75 : Professional, scientific & technical",0,2,159050.0,86.34,2698.23,151879.571,7405.0,6211.0,33387.0,30918.0,9954.0,6213.0,3710.0,2021-01-18,1.0,86.0,0.0,1.0,4.0,0.0484250235774913,7702.0,2.0,1925.0,26.0,1,0.5115306321841363,0.4884693678158636,113561.69999999998,108442.01366835572,"69-75 : Professional, scientific & technical",1.0798214689996442,5.97730199613651,0.045082577286530756,21.475830407777476,7.563200592358071,11.64011038628172,11.593980094340008,1
20000207,46 : Wholesale,0,1,1485418.0,79.6,6921.77,1478541.618,52906.0,92287.0,239566.0,97062.0,24110.0,74327.0,24265.0,2021-08-11,1.0,34.0,544.0,2.0,14.0,0.1881094883729697,279421.22,4.0,0.0,0.0,4,0.5011599992094673,0.4988400007905327,1201703.1619999995,1196140.1692626178,46 : Wholesale,2.4681495523525956,1.8571103502080444,0.004629254102714441,28.076020186364754,0.0,13.999251242320206,13.994611241027707,0
20000208,"01-03 : Agriculture, forestry & fishing",0,1,194768.0,373.86,3429.87,189652.6148,13873.0,214740.0,112278.0,72558.0,271186.0,96166.0,13060.0,2021-03-22,2.0,41.0,640.0,4.0,28.0,0.2153947260330239,41952.0,7.0,0.0,0.0,1,0.506653370014417,0.493346629985583,105174.72,102412.4120011297,"01-03 : Agriculture, forestry & fishing",1.5474028032359872,0.7857092963150959,0.026263857184664858,14.038345105953582,0.0,11.563387754168591,11.536772959584395,0
20000209,68 : Property,0,1,356464.0,0.05,119113.16,242395.52,12698.0,683984.0,290009.0,194412.0,1229956.0,641568.0,19441.0,2021-08-10,0.0,54.0,648.0,1.0,13.0,0.2916816284393375,103974.0,1.0,11428.0,90.0,1,0.5952380952380952,0.4047619047619047,317252.96,215732.0128,68 : Property,1.4917160889446692,1.2222197855216124,0.31999910229615813,28.070241751319003,9.343909263897597,12.667457867768235,12.281796870272286,0
20000210,58-63 : Information & communication,0,2,195621.0,245.58,4497.87,187855.3338,6431.0,38551.0,111854.0,85922.0,16651.0,4031.0,18902.0,2021-02-21,0.0,62.0,706.0,3.0,20.0,0.1262543387468625,24698.0,4.0,0.0,0.0,1,0.5101253526179882,0.4898746473820117,137912.805,132438.0103284771,58-63 : Information & communication,1.3017934662430315,2.3332901016808467,0.03969730500659439,30.413712686567163,0.0,11.834384167545318,11.793877519030401,0
20000211,58-63 : Information & communication,0,2,210640.0,228.57,4304.44,201520.434,6924.0,21619.0,130233.0,103088.0,16096.0,21621.0,25772.0,2021-10-03,5.0,3.0,485.0,6.0,73.0,0.1720755791872389,36246.0,4.0,0.0,0.0,1,0.5110631265027625,0.4889368734972376,113113.68,108216.47303617017,58-63 : Information & communication,1.2633064633472049,5.768223866790009,0.04329435390071255,30.417328519855594,0.0,11.636157450321498,11.591898120676186,0
20000212,77-82 : Business administration & support services,0,1,334270.0,244.8,4680.62,325837.9663,15561.0,51759.0,108792.0,71187.0,34983.0,20829.0,12101.0,2021-10-28,0.0,97.0,676.0,1.0,6.0,0.3076973703892063,102854.0,3.0,4357.0,28.0,1,0.5063868595057243,0.4936131404942758,295160.41,287714.9242614403,77-82 : Business administration & support services,1.5282350958026634,1.77774343122102,0.025225142773378572,21.479886903996917,8.379768515504566,12.595277638230957,12.569728898238807,1
20000213,"69-75 : Professional, scientific & technical",0,1,835621.0,162.89,5540.54,823261.9994,38920.0,143828.0,307717.0,233756.0,70778.0,911.0,58439.0,2021-08-08,0.0,74.0,0.0,0.0,12.0,0.0378293508660026,31611.0,3.0,0.0,0.0,1,0.5037250971267625,0.4962749028732374,455413.445,448677.7896787341,"69-75 : Professional, scientific & technical",1.3163969421236583,1.6315694331463058,0.014790180966992287,21.46966933018165,0.0,13.028963151476317,13.014062520239996,1
20000214,55-56 : Accommodation & food services,1,1,139814.0,410.76,5259.36,130596.7557,3834.0,5678.0,51458.0,45503.0,5404.0,5680.0,8645.0,2021-04-27,5.0,20.0,366.0,5.0,95.0,0.0764301142947058,10686.0,2.0,0.0,0.0,1,0.5170430431076036,0.4829569568923963,123036.32,114925.1449885048,55-56 : Accommodation & food services,1.1308456399437412,9.012678288431061,0.06592457390122666,36.45736636245111,0.0,11.72024300296779,11.652044983544137,1
20000215,47 : Retail,0,1,776562.0,256.86,9766.6,765933.4196,19147.0,9074.0,150465.0,139583.0,7268.0,9075.0,26520.0,,,,,,,,,,5361.0,28.0,1,0.5034452551005076,0.4965547448994925,434098.1580000001,428156.78154320194,47 : Retail,1.077953060522696,16.381046831955924,0.013686694318426163,40.55577606016294,8.587092318795905,12.981028261640562,12.967247055095209,0
20000216,41-43 : Construction,1,1,370445.0,170.73,4809.21,361720.0241,15226.0,33369.0,70980.0,34654.0,8469.0,11426.0,5544.0,2021-05-02,0.0,58.0,633.0,0.0,11.0,0.2802062384429537,103801.0,0.0,0.0,0.0,1,0.5059583397294098,0.4940416602705901,201892.525,197137.4131327988,41-43 : Construction,2.048189294474102,1.3808810308660473,0.023552625483876245,24.328167071649045,0.0,12.215495733454818,12.191661365743991,0
20000217,47 : Retail,0,2,279570.0,0.02,86706.85,196258.14,6893.0,2088.0,48879.0,46724.0,2023.0,2090.0,4672.0,2021-10-31,0.0,55.0,706.0,5.0,15.0,0.0820402761383553,22936.0,5.0,0.0,0.0,1,0.5875440658049353,0.4124559341950646,247139.88,173492.19576000003,47 : Retail,1.0460995184590691,23.367161321206318,0.2979989340811457,40.552654482158395,0.0,12.417713817386648,12.06389366007841,0
20000218,77-82 : Business administration & support services,1,1,376421.0,395.7,6775.69,363912.7992,17530.0,22839.0,117115.0,108199.0,36765.0,22841.0,12983.0,2021-02-03,0.0,74.0,673.0,1.0,24.0,0.1802768708440815,67860.0,0.0,0.0,0.0,1,0.5084476764225038,0.4915523235774963,231122.494,223442.45873260844,77-82 : Business administration & support services,1.0823937153419594,5.7373029772329245,0.03322919701824014,21.471735782328448,0.0,12.350707452713626,12.316913679968499,0
20000219,41-43 : Construction,0,1,339974.0,148.61,5072.15,330771.9835,13972.0,19204.0,40237.0,21848.0,5486.0,4671.0,5025.0,2020-12-28,0.0,55.0,672.0,3.0,25.0,0.0582721031608299,19811.0,1.0,0.0,0.0,1,0.5068595390184528,0.4931404609815471,252940.656,246094.35573091535,41-43 : Construction,1.8415945809876881,1.3808383233532935,0.027066744613574608,24.330780791526514,0.0,12.440914132419731,12.413474364729788,0
20000220,55-56 : Accommodation & food services,0,3,178247.0,333.73,5288.96,168827.6677,4883.0,453.0,67441.0,72793.0,6261.0,455.0,7279.0,2021-01-28,0.0,75.0,822.0,1.0,25.0,0.0,0.0,3.0,0.0,0.0,1,0.5135696050653886,0.4864303949346114,82528.36099999999,78167.21012807004,55-56 : Accommodation & food services,0.9264637195373245,161.33920704845815,0.052843971881872495,36.496109746109745,0.0,11.320909399917715,11.2666183237803,0
20000221,47 : Retail,0,1,537596.0,0.01,203025.98,554261.476,13252.0,33686.0,90227.0,59671.0,3346.0,215.0,14917.0,2021-07-23,0.0,53.0,609.0,1.0,4.0,0.2288447086659871,123026.0,0.0,0.0,0.0,1,0.4923682914820285,0.5076317085179715,460719.772,475002.084932,47 : Retail,1.512049202305939,1.7777184076943628,-0.030999942335987782,40.56409869463518,0.0,13.040547437817281,13.071076577589373,0
